Date,Year,Site_location,LONGITUDE,LATITUDE,Region,Site_number,Species_name,Schnitzler_name,Valente_name,Collection_no,Plant_no,Porometer_no,Laser gun_no,SPAD_or_CCM,Team_no,Height,Canopy_1,Canopy_2,Branch_order,Time,Wind_speed,Air_temp,Humidity,Leaf_orientation,Leaf_temp_upper,Leaf_temp_lower,Leaf_surface_in_sun,Conductance_lower,Chamber_temp_lower,Conductance_upper,Chamber_temp_upper,Chlorophyll 1,Chlorophyll 2,Chlorophyll 3,Internode_dia_ 1,Internode_dia_2,Soil depth,fwt_lam_pet,Plant_age,Age_of_oldest_leaf,Antho_1,Antho_2,swt_lam_pet,swt_lam,area_lam_pet,area_lam,lam_width,lam_length,petiole_width,petiole_length,lamina_thickness,hairiness,dwt_lam_pet,dwt_lam,dwt_pet,petiole_present,perimeter,photoshop_area,percent_canopy_openness,dark_qP,dark_qN,dark_qL,dark_NPQ,dark_Y_NO,Y_NPQ,Fo,Fm,Fv_over_Fm,light_F,light_Fm',PAR,Light_Temp,Light_Yield,ETR,count,order,atlas_name,new_growth_form,resprouter,polymorphic,pollinator,dominant_color,dominant_color_class,polymorphism_rare,polymorph_type,wood_density,SLA,LMA,Canopy_area,LWratio,FWC,LDMC,Succulence,Chl_as_CCI,genus
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,repens,Protea_repens,Prrepe,16,1,1,1,CCM,1,93,75,65,3,0.569444444,0.6,16.4,58.8,horizontal,17.4,17.8,upper,131.6,20.8,106.8,20.6,26.6,34.9,.,5.15,.,9,0.263,8,7,13.5,9.7,0.276,0.268,4.1,3.961,0.9,7.5,1.88,7.38,0.758,0,0.14,0.136,0.004,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121,PRREPE,erect,no,yes,birds,none,both,no,both,0.611766333,29.12688235,0.034332545,3828.816047,8.333333333,0.878571429,0.532319392,0.03,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,repens,Protea_repens,Prrepe,16,2,1,1,CCM,1,88,50,60,2,0.583333333,0.7,19.8,38.6,horizontal,13.4,15.7,lower,83.3,21.3,51.6,23.4,13.6,3.3,.,5.83,.,18+,0.321,5,5,13.1,6.9,0.336,0.318,5.59,5.414,1.1,8.3,2.38,7.38,0.595,0,0.158,0.152,0.006,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,122,PRREPE,erect,no,yes,birds,none,both,no,both,0.583898862,35.62076316,0.028073514,2356.19449,7.545454545,1.03164557,0.492211838,0.029159213,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,repens,Protea_repens,Prrepe,16,3,1,1,CCM,1,75,70,56,3,0.590277778,0,18.6,41.6,horizontal,18,18.4,upper,33.5,24.3,78.2,23.3,3.6,3.6,.,6.51,.,9,0.335,6,3,2.8,14.1,0.346,0.326,5.55,5.354,1.1,8.8,2.41,8.13,0.72,0,0.168,0.158,0.01,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,123,PRREPE,erect,no,yes,birds,none,both,no,both,0.596045725,33.8865,0.029510277,3078.760801,8,0.994047619,0.501492537,0.03009009,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,repens,Protea_repens,Prrepe,16,4,1,1,CCM,1,87,32,36,3,0.59375,0.8,20.2,40.5,horizontal,12.6,12.5,upper,42.5,23.5,125.9,23.1,4.4,25.3,.,6.63,.,5,0.275,8,7,5.6,4.6,0.29,0.278,4.13,3.97,1,6.3,2.16,7.43,0.758,0,0.134,0.128,0.006,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,124,PRREPE,erect,no,yes,birds,none,both,no,both,0.572540979,31.0118125,0.032245777,904.7786842,6.3,1.052238806,0.487272727,0.034140436,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,repens,Protea_repens,Prrepe,16,5,1,1,CCM,1,70,25,30,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,0.303,6,5,.,.,0.316,0.304,4.68,4.573,1,7.8,1.93,5.53,0.657,0,0.142,0.138,0.004,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125,PRREPE,erect,no,yes,birds,none,both,no,both,.,33.13964493,0.030175338,589.0486225,7.8,1.133802817,0.468646865,0.034401709,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,repens,Protea_repens,Prrepe,16,6,1,1,CCM,1,71,45,42,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,0.261,5,4,.,.,0.274,0.258,4.12,3.897,0.9,7,2.37,9.41,0.692,0,0.124,0.116,0.008,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,126,PRREPE,erect,no,yes,birds,none,both,no,both,.,33.59468103,0.029766617,1484.402529,7.777777778,1.10483871,0.475095785,0.033252427,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,repens,Protea_repens,Prrepe,16,7,1,1,CCM,1,73,50,40,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,0.272,6,4,.,.,0.284,0.272,3.95,3.874,0.8,8,1.78,4.27,0.738,0,0.136,0.132,0.004,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,127,PRREPE,erect,no,yes,birds,none,both,no,both,.,29.34843939,0.034073362,1570.796327,10,1,0.5,0.03443038,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,repens,Protea_repens,Prrepe,16,8,1,1,CCM,1,86,41,39,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,0.227,7,6,.,.,0.238,0.228,3.51,3.395,0.8,7.1,1.87,6.13,0.71,0,0.114,0.108,0.006,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,128,PRREPE,erect,no,yes,birds,none,both,no,both,.,31.43860185,0.03180803,1255.851663,8.875,0.99122807,0.502202643,0.032193732,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,punctata,Protea_punctata,Prpunc,17,1,1,1,CCM,1,72,34,42,3,0.555555556,0.4,20.5,41.4,vertical,10.8,10.8,lower,95.2,20.9,61.5,21.5,94.2,77.7,.,7.27,.,9,0.602,8,7,23,21.5,0.646,.,9.13,9.13,2.4,5.3,4.52,.,0.694,0.5,0.3,0.3,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,129,PRPUNC,erect,no,yes,birds,none,both,no,both,0.560922036,30.43333333,0.032858708,1121.548577,2.208333333,1.006666667,0.49833887,0.033077766,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,punctata,Protea_punctata,Prpunc,17,2,1,1,CCM,1,80,40,37,2,0.5625,0,18.1,46.5,vertical,14.5,14.5,lower,138.5,20.7,40,20.8,58.6,43.4,.,5.79,.,6,0.609,7,6,14.1,13.2,0.632,.,9.97,9.97,2.6,5.4,5.25,.,0.603,0.5,0.242,0.242,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130,PRPUNC,erect,no,yes,birds,none,both,no,both,0.551080019,41.19834711,0.024272818,1162.389282,2.076923077,1.516528926,0.397372742,0.036810431,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,punctata,Protea_punctata,Prpunc,17,3,1,1,CCM,1,72,60,53,3,0.576388889,0.4,19,46.9,vertical,19.6,19.8,upper,23.4,21.1,141.2,20.9,80.7,71.4,.,6.14,.,11,0.587,7,6,18.7,18.8,0.608,.,9.31,9.31,2.2,5.9,4.18,.,0.631,0.5,0.256,0.256,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,131,PRPUNC,erect,no,yes,birds,none,both,no,both,0.514262491,36.3671875,0.027497315,2497.56616,2.681818182,1.29296875,0.436115843,0.035553169,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,punctata,Protea_punctata,Prpunc,17,4,1,1,CCM,1,70,48,50,2,0.579861111,0.3,17.7,48.4,vertical,19.6,19.1,upper,74.2,22.3,124.3,22,49.4,50.4,.,5.9,.,13,0.771,7,6,16.8,15.8,0.818,.,11.41,11.41,2.4,6.7,4.34,.,0.734,0.5,0.332,0.332,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,132,PRPUNC,erect,no,yes,birds,none,both,no,both,0.582406369,34.36746988,0.029097283,1884.955592,2.791666667,1.322289157,0.430609598,0.038475022,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,punctata,Protea_punctata,Prpunc,17,5,1,1,CCM,1,86,39,38,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18+,0.795,8,7,.,.,0.806,.,11.76,11.76,2.7,5.9,5.5,.,0.69,0.5,0.298,0.298,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,133,PRPUNC,erect,no,yes,birds,none,both,no,both,.,39.46308725,0.025340136,1163.960078,2.185185185,1.667785235,0.374842767,0.042261905,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,punctata,Protea_punctata,Prpunc,17,6,1,1,CCM,1,105,69,62,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,0.554,7,5,.,.,0.582,.,9.13,9.13,2.5,5.1,3.87,.,0.598,0.5,0.232,0.232,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,134,PRPUNC,erect,no,yes,birds,none,both,no,both,.,39.35344828,0.025410734,3359.933343,2.04,1.387931034,0.418772563,0.035268346,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,punctata,Protea_punctata,Prpunc,17,7,1,1,CCM,1,86,63,60,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,0.831,8,6,.,.,0.87,.,15.63,15.63,3.1,7.1,6.08,.,0.601,0.5,0.344,0.344,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,135,PRPUNC,erect,no,yes,birds,none,both,no,both,.,45.43604651,0.022008957,2968.805058,2.290322581,1.415697674,0.413959085,0.031158029,.,0
7/31/2011,2011,Baviaanskloof_5,24.08797,-33.5228,Baviaanskloof,PR_2011,punctata,Protea_punctata,Prpunc,17,8,1,1,CCM,1,118,47,39,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18+,1,7,6,.,.,1.052,.,15.97,15.97,3.1,7.2,5.78,.,0.682,0.5,0.398,0.398,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136,PRPUNC,erect,no,yes,birds,none,both,no,both,.,40.12562814,0.024921728,1439.634834,2.322580645,1.512562814,0.398,0.037695679,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,nitida,Protea_nitida,Prniti,18,1,1,1,CCM,1,360,750,500,5,0.468055556,0.5,19.3,32.4,.,18.2,18.3,.,149.7,18.6,149.7,18.3,50,45.3,.,7.78,.,.,1.081,20,3,12.4,11,1.105,.,17.2,17.2,2.7,8.3,5.56,.,0.57,0,0.35,0.35,.,N,.,.,.,0.377,-0.062,0.179,-0.046,0.793,-0.034,38,103,0.631,.,.,.,.,0.321,25.61666667,6,137,PRNITI,erect,yes,yes,birds,white,light,yes,light,0.459641637,49.14285714,0.020348837,294524.3113,3.074074074,2.088571429,0.323774283,0.0425,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,nitida,Protea_nitida,Prniti,18,2,1,1,CCM,1,220,140,150,5,0.456944444,0.5,19.6,34.4,.,17.1,17.8,.,106.4,18.7,106.9,18.5,74.4,60.6,.,9.69,.,.,3.742,14,3,23.1,17.5,3.809,.,47.21,47.21,4.1,15.4,5.08,.,0.712,0,1.416,1.416,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.36825,32.8,4,138,PRNITI,erect,yes,yes,birds,white,light,yes,light,0.543716509,33.34039548,0.029993645,16493.36143,3.756097561,1.642655367,0.378407269,0.049269223,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,nitida,Protea_nitida,Prniti,18,3,1,1,CCM,1,180,120,170,5,0.434722222,0.8,17.2,35.4,.,15.9,16,.,40.1,16.3,148.6,16.3,30.2,39.8,.,9.56,.,.,1.67,19,2,13.3,13.8,1.7,.,26.99,26.99,3.8,9.2,3.93,.,0.61,0,0.616,0.616,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.255,21.5,3,139,PRNITI,erect,yes,yes,birds,white,light,yes,light,0.541068372,43.81493506,0.022823268,16022.12253,2.421052632,1.711038961,0.368862275,0.039051501,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,nitida,Protea_nitida,Prniti,18,4,1,1,CCM,1,310,280,330,5,0.427777778,0.9,17.1,35.4,.,15.7,16.1,.,108.3,16.1,58.9,16,73.8,67,.,9.16,.,.,1.896,20,3,27.5,23.4,1.962,.,22.13,22.13,3.2,9.3,4.39,.,0.763,0,0.778,0.778,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,140,PRNITI,erect,yes,yes,birds,white,light,yes,light,0.625550815,28.44473008,0.035155897,72570.7903,2.90625,1.437017995,0.410337553,0.050519657,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,nitida,Protea_nitida,Prniti,18,5,1,1,CCM,1,220,250,170,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.577,18,2,.,.,1.655,.,20.88,20.88,2.9,9.4,4.57,.,0.656,0,0.664,0.664,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,141,PRNITI,erect,yes,yes,birds,white,light,yes,light,.,31.44578313,0.031800766,33379.42194,3.24137931,1.375,0.421052632,0.043726054,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,nitida,Protea_nitida,Prniti,18,6,1,1,CCM,1,160,150,110,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.553,19,3,.,.,1.597,.,20.1,20.1,3.1,8.8,5.23,.,0.715,0,0.63,0.63,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,142,PRNITI,erect,yes,yes,birds,white,light,yes,light,.,31.9047619,0.031343284,12959.0697,2.838709677,1.465079365,0.405666452,0.045920398,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,nitida,Protea_nitida,Prniti,18,7,1,1,CCM,1,160,155,90,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.868,20,2,.,.,1.899,.,21.05,21.05,3.3,8,5.38,.,0.585,0,0.472,0.472,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,143,PRNITI,erect,yes,yes,birds,white,light,yes,light,.,44.59745763,0.022422803,10956.30438,2.424242424,2.957627119,0.25267666,0.06631829,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,nitida,Protea_nitida,Prniti,18,8,1,1,CCM,1,160,160,145,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.768,18,3,.,.,1.768,.,20.88,20.88,3.1,9.3,4.39,.,0.738,0,0.684,0.684,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,144,PRNITI,erect,yes,yes,birds,white,light,yes,light,.,30.52631579,0.032758621,18221.23739,3,1.584795322,0.386877828,0.051915709,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,repens,Protea_repens,Prrepe,19,1,1,1,CCM,1,310,220,280,5,0.461805556,1.1,18.7,31.8,.,16.7,16.8,.,23.8,18.5,25,18.5,3.1,7.4,.,3.84,.,.,0.304,14,5,2.3,8.5,0.301,0.283,5.6,5.388,0.9,9.6,1.99,10.64,0.564,0,0.12,0.116,0.004,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,145,PRREPE,erect,no,yes,birds,none,both,no,both,0.63450377,46.45055172,0.02152827,48380.52687,10.66666667,1.533333333,0.394736842,0.032857143,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,repens,Protea_repens,Prrepe,19,2,1,1,CCM,1,200,75,80,5,0.451388889,0.5,19.5,32.8,.,17.3,18.2,.,104.1,18.4,42.8,18.2,1.2,9.2,.,3.42,.,.,0.278,12,4,4.2,8.2,0.283,0.268,5.64,5.43,0.9,10.5,2.14,9.79,0.541,0,0.12,0.114,0.006,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.464333333,37.7,3,146,PRREPE,erect,no,yes,birds,none,both,no,both,0.589034629,47.63591228,0.020992565,4712.38898,11.66666667,1.316666667,0.431654676,0.028014184,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,repens,Protea_repens,Prrepe,19,3,1,1,CCM,1,310,200,280,5,0.447916667,1.1,18.1,34.5,.,19.2,19.3,.,27,18,20.1,17.8,1.8,3.4,.,4.69,.,.,0.197,15,4,6.2,1.2,0.196,0.184,3.65,3.552,0.6,9,1.21,8.07,0.551,0,0.09,0.086,0.004,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.647,52.44,5,147,PRREPE,erect,no,yes,birds,none,both,no,both,0.626334881,41.30643023,0.024209306,43982.29715,15,1.188888889,0.456852792,0.029315068,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,repens,Protea_repens,Prrepe,19,4,1,1,CCM,1,240,140,160,5,0.4375,0.8,17.8,38.9,.,17.5,17.7,.,14.2,16.7,12.8,16.7,1.8,2.4,.,6.44,.,.,0.217,15,4,1.7,3.6,0.217,0.2,3.69,3.492,0.8,8.3,1.64,12.07,0.57,0,0.102,0.092,0.01,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.452,38.83333333,3,148,PRREPE,erect,no,yes,birds,none,both,no,both,0.58570132,37.95708696,0.026345541,17592.91886,10.375,1.12745098,0.470046083,0.031165312,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,repens,Protea_repens,Prrepe,19,5,1,1,CCM,1,220,210,215,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.492,17,5,.,.,0.502,0.45,8.2,7.805,1.1,11.6,2.41,16.37,0.579,0,0.232,0.21,0.022,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,149,PRREPE,erect,no,yes,birds,none,both,no,both,.,37.16896667,0.026904165,35460.72708,10.54545455,1.120689655,0.471544715,0.031707317,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,repens,Protea_repens,Prrepe,19,6,1,1,CCM,1,250,200,240,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.318,17,7,.,.,0.327,0.305,5.16,4.878,0.8,10.8,2.49,11.31,0.541,0,0.162,0.148,0.014,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,150,PRREPE,erect,no,yes,birds,none,both,no,both,.,32.96203378,0.030337934,37699.11184,13.5,0.962962963,0.509433962,0.030232558,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,repens,Protea_repens,Prrepe,19,7,1,1,CCM,1,165,70,45,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.228,9,4,.,.,0.232,0.217,3.85,3.69,0.7,8.4,1.87,8.53,0.602,0,0.112,0.102,0.01,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,151,PRREPE,erect,no,yes,birds,none,both,no,both,.,36.18126471,0.027638614,2474.004215,12,1.035714286,0.49122807,0.03012987,.,0
8/3/2011,2011,Swartberg_1,22.10204,-33.36777,Swartberg,PR_2012,repens,Protea_repens,Prrepe,19,8,1,1,CCM,1,160,230,190,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.334,19,6,.,.,0.338,0.316,5.74,5.582,0.9,10.2,1.58,9.98,0.771,0,0.144,0.136,0.008,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,152,PRREPE,erect,no,yes,birds,none,both,no,both,.,41.04644118,0.024362648,34321.89974,11.33333333,1.319444444,0.431137725,0.033101045,.,0
8/3/2011,2011,Teeberg,22.04331,-33.32918,Swartberg,PR_2013,punctata,Protea_punctata,Prpunc,20,1,1,1,CCM,1,135,90,66,5,0.534722222,0.5,21.5,29.5,horizontal,15.2,14.8,.,104.5,21.5,138,21.6,92.9,91.5,.,5.74,.,9,0.536,10,3,24,23.9,0.578,.,6.99,6.99,2.1,4.7,4.03,.,0.71,0.5,0.256,0.256,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,153,PRPUNC,erect,no,yes,birds,none,both,no,both,0.480842485,27.3046875,0.036623748,4665.265091,2.238095238,1.09375,0.47761194,0.040057225,.,0
8/3/2011,2011,Teeberg,22.04331,-33.32918,Swartberg,PR_2013,punctata,Protea_punctata,Prpunc,20,2,1,1,CCM,1,142,50,50,5,0.543055556,0.4,19.1,33.9,horizontal,16.4,16.9,.,155.9,21,177.8,21,86.1,97.2,.,6.64,.,10.5,1.226,8,3,36.5,34.3,1.321,.,17.66,17.66,3.4,6.6,5.93,.,0.604,0.5,0.644,0.644,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,154,PRPUNC,erect,no,yes,birds,none,both,no,both,0.557414395,27.42236025,0.036466591,1963.495408,1.941176471,0.903726708,0.525285481,0.032955832,.,0
8/3/2011,2011,Teeberg,22.04331,-33.32918,Swartberg,PR_2013,punctata,Protea_punctata,Prpunc,20,3,1,1,CCM,1,147,78,76,5,0.545138889,0.9,18,30.5,vertical,19.3,16.7,.,130.9,20.8,67.1,20.7,80.9,85.5,.,6.4,.,20,0.93,9,3,32.2,32.6,0.986,.,13.83,13.83,3,6.3,4.74,.,0.606,0.5,0.472,0.472,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,155,PRPUNC,erect,no,yes,birds,none,both,no,both,0.556772358,29.30084746,0.034128706,4655.840313,2.1,0.970338983,0.507526882,0.033116414,.,0
8/3/2011,2011,Teeberg,22.04331,-33.32918,Swartberg,PR_2013,punctata,Protea_punctata,Prpunc,20,4,1,1,CCM,1,102,100,52,4,0.552083333,0,20.6,28.8,vertical,14.5,14,.,150.1,21.3,123.5,21.3,96.8,94.7,.,6.6,.,11,0.534,12,4,26.1,25.4,0.59,.,7.87,7.87,1.9,5.8,4.52,.,0.661,1,0.27,0.27,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,156,PRPUNC,erect,no,yes,birds,none,both,no,both,0.483640896,29.14814815,0.034307497,4084.07045,3.052631579,0.977777778,0.505617978,0.033545108,.,0
8/3/2011,2011,Teeberg,22.04331,-33.32918,Swartberg,PR_2013,punctata,Protea_punctata,Prpunc,20,5,1,1,CCM,1,143,200,193,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,0.626,15,6,.,.,0.806,.,8.89,8.89,2.4,5,3.88,.,0.67,1,0.282,0.282,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,157,PRPUNC,erect,no,yes,birds,none,both,no,both,.,31.5248227,0.031721035,30316.36911,2.083333333,1.219858156,0.450479233,0.038695163,.,0
8/3/2011,2011,Teeberg,22.04331,-33.32918,Swartberg,PR_2013,punctata,Protea_punctata,Prpunc,20,6,1,1,CCM,1,125,115,112,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0.44,13,5,.,.,0.471,.,6.93,6.93,1.8,5.2,3.76,.,0.614,1.5,0.208,0.208,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,158,PRPUNC,erect,no,yes,birds,none,both,no,both,.,33.31730769,0.03001443,10115.92834,2.888888889,1.115384615,0.472727273,0.033477633,.,0
8/3/2011,2011,Teeberg,22.04331,-33.32918,Swartberg,PR_2013,punctata,Protea_punctata,Prpunc,20,7,1,1,CCM,1,180,145,135,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.5,0.769,11,5,.,.,0.808,.,13.62,13.62,2.5,6.9,5.07,.,0.676,0.5,0.356,0.356,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,159,PRPUNC,erect,no,yes,birds,none,both,no,both,.,38.25842697,0.026138032,15374.16905,2.76,1.16011236,0.462938882,0.030323054,.,0
8/3/2011,2011,Teeberg,22.04331,-33.32918,Swartberg,PR_2013,punctata,Protea_punctata,Prpunc,20,8,1,1,CCM,1,100,180,147,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,0.762,12,6,.,.,0.666,.,10.43,10.43,2.3,6.1,5.47,.,0.687,1,0.306,0.306,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,160,PRPUNC,erect,no,yes,birds,none,both,no,both,.,34.08496732,0.029338447,20781.6354,2.652173913,1.490196078,0.401574803,0.043720038,.,0
8/3/2011,2011,Teeberg,22.04331,-33.32918,Swartberg,PR_2013,canaliculata,Protea_canaliculata,Prcana,21,1,1,1,CCM,1,77,48,60,5,0.572916667,0.4,20.9,29.3,horizontal,16.4,16.1,.,52.6,22.9,9.5,23.2,2.7,1.5,.,5.24,.,10.5,0.125,12,6,1.9,2.2,0.138,0.13,1.95,1.872,0.6,5.4,1.59,4.89,0.476,0.5,0.064,0.06,0.004,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,161,PRCANA,erect,no,no,mammals,dark_pink,dark,NA,none,0.495881665,31.20415,0.032047019,2261.946711,9,0.953125,0.512,0.031282051,.,0
8/3/2011,2011,Teeberg,22.04331,-33.32918,Swartberg,PR_2013,canaliculata,Protea_canaliculata,Prcana,21,2,1,1,CCM,1,110,115,100,5,0.576388889,2.6,19.8,29.4,horizontal,15.4,16.4,.,87.1,23.3,19.1,22.8,4.3,3.5,.,4.49,.,9,0.197,11,3,2.3,4.1,0.218,0.197,2.83,2.645,0.7,6.1,2.47,7.49,0.593,0.5,0.098,0.09,0.008,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,162,PRCANA,erect,no,no,mammals,dark_pink,dark,NA,none,0.497680127,29.38885556,0.034026504,9032.078879,8.714285714,1.010204082,0.497461929,0.034982332,.,0
